saddr,src_socket,sport,daddr,dport,proto,stime,ltime,dur,flgs,state,pkts,spkts,dpkts,bytes,sbytes,dbytes,rate,srate,drate,mean,stddev,sum,min,max,attack,category,subcategory
192.168.100.3,192.168.100.352337,52337,199.7.91.13,53,udp,1526346608,1526346608,0.015563,e,CON,2,1,1,1209,70,1139,64.254967,0,0,0.015563,0,0.015563,0.015563,0.015563,0,Normal,Normal
192.168.100.3,192.168.100.32293,2293,192.52.178.30,53,udp,1526346609,1526346609,0.16751,e,CON,2,1,1,891,85,806,5.969793,0,0,0.16751,0,0.16751,0.16751,0.16751,0,Normal,Normal
192.168.100.3,192.168.100.358253,58253,172.217.25.170,443,tcp,1526346609,1526346779,170.374344,e,FIN,40,22,18,7467,3063,4404,0.228908,0.123258,0.09978,0.092371,0.121777,0.369485,0.00594,0.302119,0,Normal,Normal
192.168.100.150,192.168.100.1503414,3414,192.168.100.3,1,tcp,1526346743,1526346743,0.000051,e,RST,2,1,1,120,60,60,19607.8438,0,0,0.000051,0,0.000051,0.000051,0.000051,1,Reconnaissance,Service_Scan
fe80::c0c0:aa20:45b9:bdd9,fe80::c0c0:aa20:45b9:bdd95353,5353,ff02::fb,5353,udp,1526347047,1526347047,0,e,INT,1,1,0,180,180,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.4,192.168.100.45353,5353,224.0.0.251,5353,udp,1526347047,1526347047,0,e,INT,1,1,0,160,160,0,0,0,0,0,0,0,0,0,0,Normal,Normal
fe80::250:56ff:febe:c038,fe80::250:56ff:febe:c038133,133,ff02::2,0,ipv6-icmp,1526347081,1526347081,0,e,NRS,1,1,0,70,70,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14857942,57942,27.124.125.250,123,udp,1526347234,1526347234,0.048622,e,CON,2,1,1,180,90,90,20.566822,0,0,0.048622,0,0.048622,0.048622,0.048622,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.148,,arp,1526347234,1526347234,0.000058,e,CON,2,1,1,120,60,60,17241.3789,0,0,0.000058,0,0.000058,0.000058,0.000058,0,Normal,Normal
192.168.100.150,192.168.100.15045932,45932,27.124.125.250,123,udp,1526347235,1526347235,0.048539,e,CON,2,1,1,180,90,90,20.60199,0,0,0.048539,0,0.048539,0.048539,0.048539,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.150,,arp,1526347235,1526347235,0.000065,e,CON,2,1,1,120,60,60,15384.6152,0,0,0.000065,0,0.000065,0.000065,0.000065,0,Normal,Normal
192.168.100.148,192.168.100.148,,192.168.100.1,,arp,1526347239,1526347239,0.000158,e,CON,2,1,1,120,60,60,6329.11426,0,0,0.000158,0,0.000158,0.000158,0.000158,0,Normal,Normal
192.168.100.150,192.168.100.150,,192.168.100.1,,arp,1526347240,1526347240,0.00015,e,CON,2,1,1,120,60,60,6666.6665,0,0,0.00015,0,0.00015,0.00015,0.00015,0,Normal,Normal
192.168.100.147,192.168.100.14758264,58264,129.250.35.250,123,udp,1526347308,1526347308,0.007474,e,CON,2,1,1,180,90,90,133.797165,0,0,0.007474,0,0.007474,0.007474,0.007474,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.147,,arp,1526347308,1526347308,0.000055,e,CON,2,1,1,120,60,60,18181.8184,0,0,0.000055,0,0.000055,0.000055,0.000055,0,Normal,Normal
192.168.100.147,192.168.100.147,,192.168.100.1,,arp,1526347313,1526347313,0.000118,e,CON,2,1,1,120,60,60,8474.57617,0,0,0.000118,0,0.000118,0.000118,0.000118,0,Normal,Normal
192.168.100.4,192.168.100.443089,43089,91.189.91.157,123,udp,1526347332,1526347332,0.221635,e,CON,2,1,1,180,90,90,4.511923,0,0,0.221635,0,0.221635,0.221635,0.221635,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.4,,arp,1526347332,1526347332,0.000012,e,CON,2,1,1,102,60,42,83333.3281,0,0,0.000012,0,0.000012,0.000012,0.000012,0,Normal,Normal
192.168.100.4,192.168.100.4,,192.168.100.1,,arp,1526347337,1526347337,0.000232,e,CON,2,1,1,102,42,60,4310.34473,0,0,0.000232,0,0.000232,0.000232,0.000232,0,Normal,Normal
192.168.100.46,192.168.100.4680,80,192.168.100.5,80,udp,1526347892,1526349833,1940.85925,e,INT,35029,35029,0,33491025,33491025,0,18.047676,18.047676,0,4.956414,0.091445,1913.1759,3.56061,4.99944,0,Normal,Normal
192.168.100.55,192.168.100.558080,8080,192.168.100.3,80,tcp,1526347892,1526349833,1940.85925,e &,CON,70057,35028,35029,71833345,37747017,34086328,36.095352,18.047161,18.047676,4.95646,0.089902,1913.1936,3.560582,4.999832,0,Normal,Normal
192.168.100.46,192.168.100.4680,80,192.168.100.5,80,tcp,1526347892,1526349833,1940.80957,e,CON,35028,35028,0,33447147,33447147,0,18.047623,18.047623,0,4.95627,0.093453,1913.12036,3.510904,4.999456,0,Normal,Normal
192.168.100.5,192.168.100.50,0,192.168.100.3,0,tcp,1526347892,1526349833,1940.75989,e,CON,21369,21369,0,19736679,19736679,0,11.01012,11.01012,0,4.920921,0.098533,1899.47559,3.455623,4.997121,0,Normal,Normal
192.168.100.7,192.168.100.7365,365,192.168.100.3,565,udp,1526347892,1526349833,1940.80957,e,INT,19442,19442,0,1166520,1166520,0,10.016953,10.016953,0,4.906859,0.096352,1894.04749,3.504733,4.978014,0,Normal,Normal
192.168.100.46,192.168.100.463456,3456,192.168.100.5,80,udp,1526347892,1526349833,1940.80603,e,CON,70056,35028,35028,69911387,35835594,34075793,36.095829,18.047657,18.047657,4.956452,0.093033,1913.19043,3.560613,4.999815,0,Normal,Normal
192.168.100.6,192.168.100.680,80,192.168.100.3,80,tcp,1526347892,1526349833,1940.75635,e,CON,11733,11733,0,3472968,3472968,0,6.045066,6.045066,0,4.85817,0.09645,1875.25366,3.505328,4.978014,0,Normal,Normal
192.168.100.3,192.168.100.359552,59552,13.55.154.73,8883,tcp,1526347896,1526349833,1936.80237,e,CON,3492,1746,1746,790617,675381,115236,1.802455,0.900972,0.90097,4.312233,1.251197,1647.27295,0.006134,4.999997,0,Normal,Normal
192.168.100.7,192.168.100.7138,138,192.168.100.255,138,udp,1526347973,1526349430,1456.74951,e,INT,6,6,0,1629,1629,0,0.003432,0.003432,0,0.000191,0.000031,0.000572,0.000148,0.000222,0,Normal,Normal
192.168.100.6,192.168.100.649680,49680,224.0.0.252,5355,udp,1526348175,1526348175,0.1061,e,INT,2,2,0,132,132,0,9.425071,9.425071,0,0.1061,0,0.1061,0.1061,0.1061,0,Normal,Normal
192.168.100.6,192.168.100.6137,137,192.168.100.255,137,udp,1526348176,1526348177,1.528407,e,INT,3,3,0,276,276,0,1.308552,1.308552,0,1.528407,0,1.528407,1.528407,1.528407,0,Normal,Normal
192.168.100.3,192.168.100.344627,44627,96.7.49.66,53,udp,1526348206,1526348206,0.30755,e,CON,2,1,1,333,98,235,3.251504,0,0,0.30755,0,0.30755,0.30755,0.30755,0,Normal,Normal
192.168.100.3,192.168.100.347585,47585,205.251.193.2,53,udp,1526348206,1526348207,0.295126,e,CON,2,1,1,366,98,268,3.388383,0,0,0.295126,0,0.295126,0.295126,0.295126,0,Normal,Normal
192.168.100.3,192.168.100.339455,39455,192.33.4.12,53,udp,1526348207,1526348207,0.175987,e,CON,2,1,1,1295,82,1213,5.682238,0,0,0.175987,0,0.175987,0.175987,0.175987,0,Normal,Normal
192.168.100.3,192.168.100.328950,28950,192.33.4.12,53,udp,1526348207,1526348207,0.17588,e,CON,2,1,1,1209,70,1139,5.685695,0,0,0.17588,0,0.17588,0.17588,0.17588,0,Normal,Normal
192.168.100.3,192.168.100.340757,40757,192.41.162.30,53,udp,1526348207,1526348207,0.167138,e,CON,2,1,1,885,82,803,5.98308,0,0,0.167138,0,0.167138,0.167138,0.167138,0,Normal,Normal
192.168.100.3,192.168.100.320603,20603,205.251.195.97,53,udp,1526348207,1526348208,0.283312,e,CON,2,1,1,323,93,230,3.529678,0,0,0.283312,0,0.283312,0.283312,0.283312,0,Normal,Normal
192.168.100.3,192.168.100.32929,2929,205.251.196.236,53,udp,1526348208,1526348208,0.009264,e,CON,2,1,1,419,93,326,107.944733,0,0,0.009264,0,0.009264,0.009264,0.009264,0,Normal,Normal
192.168.100.3,192.168.100.342911,42911,192.36.148.17,53,udp,1526348208,1526348208,0.057797,e,CON,2,1,1,1290,81,1209,17.301935,0,0,0.057797,0,0.057797,0.057797,0.057797,0,Normal,Normal
192.168.100.3,192.168.100.348989,48989,192.36.148.17,53,udp,1526348208,1526348208,0.057087,e,CON,2,1,1,1209,70,1139,17.517122,0,0,0.057087,0,0.057087,0.057087,0.057087,0,Normal,Normal
192.168.100.3,192.168.100.365034,65034,192.35.51.30,53,udp,1526348208,1526348208,0.164684,e,CON,2,1,1,883,81,802,6.072236,0,0,0.164684,0,0.164684,0.164684,0.164684,0,Normal,Normal
192.168.100.3,192.168.100.335828,35828,35.165.2.252,443,tcp,1526348209,1526348270,61.455345,e,FIN,32,18,14,6721,2393,4328,0.504431,0.276624,0.211536,0.301399,0.350856,2.109795,0.155417,1.160759,0,Normal,Normal
192.168.100.7,192.168.100.7139,139,192.168.100.4,36390,tcp,1526348222,1526349675,1453.94324,e,CON,10,5,5,680,350,330,0.00619,0.002751,0.002751,0.000046,0.000035,0.000228,0.000016,0.00011,0,Normal,Normal
192.168.100.4,192.168.100.4,,192.168.100.7,,arp,1526348227,1526349681,1453.82813,e,CON,10,5,5,510,210,300,0.006191,0.002751,0.002751,0.000264,0.000032,0.001318,0.000219,0.000304,0,Normal,Normal
192.168.100.150,192.168.100.15059360,59360,192.168.217.2,53,udp,1526348302,1526348305,2.500013,e,INT,2,2,0,172,172,0,0.399998,0.399998,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.150,,192.168.100.1,,arp,1526348307,1526349289,981.247681,e,CON,10,5,5,600,300,300,0.009172,0.004076,0.004076,0.00009,0.000039,0.000451,0.000027,0.000148,0,Normal,Normal
192.168.100.150,192.168.100.15053344,53344,8.8.8.8,53,udp,1526348309,1526348309,0.007516,e,CON,2,1,1,172,86,86,133.0495,0,0,0.007516,0,0.007516,0.007516,0.007516,0,Normal,Normal
192.168.100.150,192.168.100.15058220,58220,192.168.217.2,53,udp,1526348314,1526348317,2.500081,e,INT,2,2,0,172,172,0,0.399987,0.399987,0,0,0,0,0,0,0,Normal,Normal
192.168.100.6,192.168.100.6138,138,192.168.100.255,138,udp,1526348318,1526349218,900.018982,e,INT,2,2,0,500,500,0,0.001111,0.001111,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14941708,41708,27.124.125.250,123,udp,1526348324,1526348324,0.04841,e,CON,2,1,1,180,90,90,20.656889,0,0,0.04841,0,0.04841,0.04841,0.04841,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.149,,arp,1526348324,1526348324,0.000111,e,CON,2,1,1,120,60,60,9009.00879,0,0,0.000111,0,0.000111,0.000111,0.000111,0,Normal,Normal
192.168.100.149,192.168.100.149,,192.168.100.1,,arp,1526348329,1526349180,851.200012,e,CON,8,4,4,480,240,240,0.008224,0.003524,0.003524,0.000073,0.000024,0.000292,0.000032,0.000091,0,Normal,Normal
192.168.100.149,192.168.100.14957424,57424,8.8.8.8,53,udp,1526348331,1526348331,0.282753,e,CON,4,2,2,602,164,438,10.609967,362.97641,8.067965,0.219402,0.060596,0.438804,0.158806,0.279998,0,Normal,Normal
192.168.100.149,192.168.100.14956388,56388,52.11.124.117,443,tcp,1526348331,1526348332,0.82394,e,FIN,30,15,15,17679,7007,10672,35.196739,16.991529,16.991529,0.82394,0,0.82394,0.82394,0.82394,0,Normal,Normal
192.168.100.148,192.168.100.14859210,59210,8.8.8.8,53,udp,1526348341,1526348342,0.447222,e,CON,4,2,2,602,164,438,6.708078,333333.313,3.365791,0.298667,0.148552,0.597334,0.150115,0.447219,0,Normal,Normal
192.168.100.148,192.168.100.14853060,53060,52.11.124.117,443,tcp,1526348342,1526348343,1.525284,e d,FIN,33,17,16,20848,7215,13633,20.979698,10.489849,9.834234,1.525284,0,1.525284,1.525284,1.525284,0,Normal,Normal
192.168.100.150,192.168.100.15054010,54010,8.8.8.8,53,udp,1526348343,1526348343,0.371472,e,CON,4,2,2,602,164,438,8.075979,500000,8.604593,0.313363,0.058107,0.626725,0.255255,0.37147,0,Normal,Normal
192.168.100.150,192.168.100.15060168,60168,52.11.124.117,443,tcp,1526348343,1526348344,0.873009,e,FIN,31,16,15,17739,7073,10666,34.363907,17.181953,16.036489,0.873009,0,0.873009,0.873009,0.873009,0,Normal,Normal
192.168.100.149,192.168.100.14957987,57987,8.8.8.8,53,udp,1526348382,1526348382,0.144525,e,CON,4,2,2,440,162,278,20.757654,1000000,2178.64917,0.144295,0.000225,0.28859,0.144065,0.144525,0,Normal,Normal
192.168.100.149,192.168.100.14946266,46266,52.201.147.106,443,tcp,1526348382,1526348384,1.499182,e,FIN,24,13,11,8105,1646,6459,15.3417,8.004365,6.670304,1.499182,0,1.499182,1.499182,1.499182,0,Normal,Normal
192.168.100.148,192.168.100.14856421,56421,8.8.8.8,53,udp,1526348383,1526348383,0.143718,e,CON,4,2,2,440,162,278,20.874212,333333.313,1206.27258,0.143302,0.000413,0.286604,0.142889,0.143715,0,Normal,Normal
192.168.100.148,192.168.100.14848740,48740,52.201.147.106,443,tcp,1526348383,1526348384,1.388327,e,FIN,25,13,12,8219,1646,6573,17.286993,8.643497,7.923205,1.388327,0,1.388327,1.388327,1.388327,0,Normal,Normal
192.168.100.150,192.168.100.15059124,59124,8.8.8.8,53,udp,1526348394,1526348394,0.144507,e,CON,4,2,2,440,162,278,20.760239,250000,1533.74231,0.144179,0.000324,0.288358,0.143855,0.144503,0,Normal,Normal
192.168.100.150,192.168.100.15054730,54730,52.201.147.106,443,tcp,1526348394,1526348396,1.44505,e,FIN,25,13,12,8171,1646,6525,16.608421,8.304211,7.612193,1.44505,0,1.44505,1.44505,1.44505,0,Normal,Normal
192.168.100.3,192.168.100.36150,6150,216.239.36.10,53,udp,1526348397,1526348397,0.142401,e,CON,2,1,1,201,98,103,7.022423,0,0,0.142401,0,0.142401,0.142401,0.142401,0,Normal,Normal
192.168.100.3,192.168.100.322832,22832,192.112.36.4,53,udp,1526348397,1526348398,0.138338,e,CON,2,1,1,1301,85,1216,7.228672,0,0,0.138338,0,0.138338,0.138338,0.138338,0,Normal,Normal
192.168.100.3,192.168.100.324460,24460,192.112.36.4,53,udp,1526348397,1526348398,0.143069,e,CON,2,1,1,1209,70,1139,6.989635,0,0,0.143069,0,0.143069,0.143069,0.143069,0,Normal,Normal
192.168.100.3,192.168.100.360946,60946,192.31.80.30,53,udp,1526348398,1526348398,0.278547,e,CON,2,1,1,891,85,806,3.590059,0,0,0.278547,0,0.278547,0.278547,0.278547,0,Normal,Normal
192.168.100.3,192.168.100.358256,58256,172.217.25.170,443,tcp,1526348398,1526348569,171.085968,e d,FIN,39,23,16,6855,3130,3725,0.222111,0.12859,0.087675,0.103319,0.138228,0.413276,0.00603,0.341582,0,Normal,Normal
192.168.100.27,192.168.100.2758999,58999,192.168.100.1,53,udp,1526348473,1526349650,1176.48999,e,CON,4,2,2,630,174,456,0.00255,0.00085,0.00085,0.378059,0.197141,0.756118,0.180918,0.5752,0,Normal,Normal
fe80::250:56ff:febe:26db,fe80::250:56ff:febe:26db5353,5353,ff02::fb,5353,udp,1526348476,1526348476,0,e,INT,1,1,0,107,107,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.3,192.168.100.35353,5353,224.0.0.251,5353,udp,1526348476,1526348476,0,e,INT,1,1,0,87,87,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.27,192.168.100.27,,192.168.100.1,,arp,1526348478,1526349655,1176.32312,e,CON,6,3,3,360,180,180,0.004251,0.0017,0.0017,0.000158,0.000026,0.000473,0.000123,0.000186,0,Normal,Normal
192.168.100.149,192.168.100.14940353,40353,192.168.217.2,53,udp,1526348485,1526348487,2.501165,e,INT,2,2,0,172,172,0,0.399814,0.399814,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15044061,44061,192.168.217.2,53,udp,1526348491,1526348493,2.501002,e,INT,2,2,0,172,172,0,0.39984,0.39984,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14941812,41812,8.8.8.8,53,udp,1526348491,1526348491,0.007202,e,CON,2,1,1,172,86,86,138.850327,0,0,0.007202,0,0.007202,0.007202,0.007202,0,Normal,Normal
192.168.100.148,192.168.100.14846841,46841,192.168.217.2,53,udp,1526348494,1526348496,2.501129,e,INT,2,2,0,172,172,0,0.399819,0.399819,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14758421,58421,8.8.8.8,53,udp,1526348495,1526348495,0.357798,e,CON,4,2,2,602,164,438,8.384619,166666.656,7.236885,0.288704,0.069088,0.577409,0.219617,0.357792,0,Normal,Normal
192.168.100.147,192.168.100.14751128,51128,52.11.124.117,443,tcp,1526348495,1526348496,0.822892,e,FIN,29,15,14,17608,7007,10601,34.026337,17.013168,15.797942,0.822892,0,0.822892,0.822892,0.822892,0,Normal,Normal
192.168.100.150,192.168.100.15051145,51145,8.8.8.8,53,udp,1526348497,1526348497,0.007221,e,CON,2,1,1,172,86,86,138.484985,0,0,0.007221,0,0.007221,0.007221,0.007221,0,Normal,Normal
192.168.100.150,192.168.100.15056972,56972,192.168.100.5,1839,tcp,1526348497,1526348497,0.003285,e,RST,2,1,1,120,60,60,304.414001,0,0,0.003285,0,0.003285,0.003285,0.003285,1,Reconnaissance,Service_Scan
192.168.100.149,192.168.100.14936033,36033,192.168.217.2,53,udp,1526348498,1526348500,2.500983,e,INT,2,2,0,172,172,0,0.399843,0.399843,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14760454,60454,192.168.217.2,53,udp,1526348498,1526348500,2.501104,e,INT,2,2,0,172,172,0,0.399823,0.399823,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.148,,192.168.100.1,,arp,1526348499,1526349287,788.479614,e,CON,10,5,5,600,300,300,0.011414,0.005073,0.005073,0.000126,0.000033,0.000628,0.000073,0.000165,0,Normal,Normal
192.168.100.148,192.168.100.14858134,58134,8.8.8.8,53,udp,1526348500,1526348500,0.007183,e,CON,2,1,1,172,86,86,139.21759,0,0,0.007183,0,0.007183,0.007183,0.007183,0,Normal,Normal
192.168.100.150,192.168.100.15054036,54036,192.168.217.2,53,udp,1526348503,1526348505,2.501241,e,INT,2,2,0,172,172,0,0.399802,0.399802,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14955957,55957,8.8.8.8,53,udp,1526348504,1526348504,0.007815,e,CON,2,1,1,172,86,86,127.959061,0,0,0.007815,0,0.007815,0.007815,0.007815,0,Normal,Normal
192.168.100.147,192.168.100.14745699,45699,8.8.8.8,53,udp,1526348504,1526348504,0.007432,e,CON,2,1,1,172,86,86,134.553284,0,0,0.007432,0,0.007432,0.007432,0.007432,0,Normal,Normal
192.168.100.148,192.168.100.14833232,33232,192.168.217.2,53,udp,1526348507,1526348510,2.500164,e,INT,2,2,0,172,172,0,0.399974,0.399974,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15034969,34969,8.8.8.8,53,udp,1526348509,1526348509,0.007383,e,CON,2,1,1,172,86,86,135.446289,0,0,0.007383,0,0.007383,0.007383,0.007383,0,Normal,Normal
192.168.100.147,192.168.100.14749347,49347,192.168.217.2,53,udp,1526348511,1526348513,2.501101,e,INT,2,2,0,172,172,0,0.399824,0.399824,0,0,0,0,0,0,0,Normal,Normal
fe80::250:56ff:febe:e9d9,fe80::250:56ff:febe:e9d95353,5353,ff02::fb,5353,udp,1526348513,1526348513,0,e,INT,1,1,0,107,107,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.5,192.168.100.55353,5353,224.0.0.251,5353,udp,1526348513,1526348513,0,e,INT,1,1,0,87,87,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14843346,43346,8.8.8.8,53,udp,1526348514,1526348514,0.007396,e,CON,2,1,1,172,86,86,135.208221,0,0,0.007396,0,0.007396,0.007396,0.007396,0,Normal,Normal
192.168.100.147,192.168.100.14751510,51510,8.8.8.8,53,udp,1526348517,1526348517,0.007261,e,CON,2,1,1,172,86,86,137.722076,0,0,0.007261,0,0.007261,0.007261,0.007261,0,Normal,Normal
192.168.100.150,192.168.100.1508612,8612,192.168.100.255,8612,udp,1526348526,1526348526,0.010097,e,INT,2,2,0,120,120,0,99.039322,99.039322,0,0.010097,0,0.010097,0.010097,0.010097,0,Normal,Normal
192.168.100.150,192.168.100.1508612,8612,192.168.100.255,8610,udp,1526348526,1526348526,0.0101,e,INT,2,2,0,120,120,0,99.009903,99.009903,0,0.0101,0,0.0101,0.0101,0.0101,0,Normal,Normal
fe80::250:56ff:febe:254,fe80::250:56ff:febe:2548612,8612,ff02::1,8612,udp,1526348526,1526348526,0.010028,e,INT,2,2,0,156,156,0,99.720779,99.720779,0,0.010028,0,0.010028,0.010028,0.010028,0,Normal,Normal
fe80::250:56ff:febe:254,fe80::250:56ff:febe:2548612,8612,ff02::1,8610,udp,1526348526,1526348526,0.010023,e,INT,2,2,0,156,156,0,99.770531,99.770531,0,0.010023,0,0.010023,0.010023,0.010023,0,Normal,Normal
192.168.100.150,192.168.100.15058122,58122,255.255.255.255,3289,udp,1526348528,1526348528,0,e,INT,1,1,0,60,60,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15042549,42549,255.255.255.255,1124,udp,1526348529,1526348529,0,e,INT,1,1,0,79,79,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.147,192.168.100.14757554,57554,8.8.8.8,53,udp,1526348546,1526348546,0.180107,e,CON,4,2,2,440,162,278,16.656765,250000,28.253374,0.162408,0.017699,0.324816,0.144709,0.180107,0,Normal,Normal
192.168.100.147,192.168.100.14748186,48186,52.201.147.106,443,tcp,1526348546,1526348548,1.766426,e,FIN,26,13,13,8285,1646,6639,14.152872,6.793378,6.793378,1.766426,0,1.766426,1.766426,1.766426,0,Normal,Normal
192.168.100.5,192.168.100.50x0303,0x0303,192.168.100.149,0x39e7,icmp,1526348688,1526349716,1028.12976,e,URP,2,2,0,140,140,0,0.000973,0.000973,0,0,0,0,0,0,1,Reconnaissance,Service_Scan
192.168.100.4,192.168.100.45353,5353,224.0.0.251,5353,udp,1526348717,1526348717,0,e,INT,1,1,0,87,87,0,0,0,0,0,0,0,0,0,0,Normal,Normal
fe80::c0c0:aa20:45b9:bdd9,fe80::c0c0:aa20:45b9:bdd95353,5353,ff02::fb,5353,udp,1526348717,1526348717,0,e,INT,1,1,0,107,107,0,0,0,0,0,0,0,0,0,0,Normal,Normal
192.168.100.4,192.168.100.460001,60001,192.168.100.1,53,udp,1526348805,1526348811,6.208192,e,CON,9,5,4,1074,380,694,1.28862,0.644334,0.555538,0.161776,0.323125,0.808879,0,0.808025,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.4,,arp,1526348806,1526348806,0.000022,e,CON,2,1,1,102,60,42,45454.5469,0,0,0.000022,0,0.000022,0.000022,0.000022,0,Normal,Normal
192.168.100.4,192.168.100.437642,37642,91.189.92.40,443,tcp,1526348810,1526348861,51.489693,e,RST,27,15,12,7261,1677,5584,0.504955,0.271899,0.213635,0.607061,0.450007,1.821182,0.2888,1.243466,0,Normal,Normal
192.168.100.4,192.168.100.4,,192.168.100.1,,arp,1526348810,1526349386,575.748169,e,CON,6,3,3,306,126,180,0.008684,0.003474,0.003474,0.000212,0.000018,0.000635,0.000187,0.000226,0,Normal,Normal
192.168.100.4,192.168.100.437644,37644,91.189.92.40,443,tcp,1526348811,1526348863,52.009312,e,RST,252,60,192,282782,4673,278109,4.826059,1.134412,3.672419,0.952354,0.947639,2.857061,0.280803,2.292517,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.3,,arp,1526348907,1526348907,0.00002,e,CON,2,1,1,120,60,60,50000,0,0,0.00002,0,0.00002,0.00002,0.00002,0,Normal,Normal
192.168.100.27,192.168.100.2768,68,192.168.100.1,67,udp,1526348988,1526348988,0.001609,e,CON,2,1,1,684,342,342,621.504028,0,0,0.001609,0,0.001609,0.001609,0.001609,0,Normal,Normal
192.168.100.150,192.168.100.15051525,51525,192.168.217.2,53,udp,1526349103,1526349106,2.500187,e,INT,2,2,0,172,172,0,0.39997,0.39997,0,0,0,0,0,0,0,Normal,Normal
192.168.100.150,192.168.100.15048574,48574,8.8.8.8,53,udp,1526349110,1526349110,0.007171,e,CON,2,1,1,172,86,86,139.450562,0,0,0.007171,0,0.007171,0.007171,0.007171,0,Normal,Normal
192.168.100.149,192.168.100.14943314,43314,192.168.217.2,53,udp,1526349115,1526349117,2.501116,e,INT,2,2,0,172,172,0,0.399822,0.399822,0,0,0,0,0,0,0,Normal,Normal
192.168.100.149,192.168.100.14949994,49994,8.8.8.8,53,udp,1526349121,1526349121,0.007082,e,CON,2,1,1,172,86,86,141.203049,0,0,0.007082,0,0.007082,0.007082,0.007082,0,Normal,Normal
192.168.100.148,192.168.100.14835930,35930,192.168.217.2,53,udp,1526349122,1526349124,2.501011,e,INT,2,2,0,172,172,0,0.399838,0.399838,0,0,0,0,0,0,0,Normal,Normal
192.168.100.148,192.168.100.14856344,56344,8.8.8.8,53,udp,1526349128,1526349128,0.007357,e,CON,2,1,1,172,86,86,135.924973,0,0,0.007357,0,0.007357,0.007357,0.007357,0,Normal,Normal
